bet_type	hitrate_model	hitrate_pop	returnrate_model	returnrate_pop
単勝	0.3263888888888889	0.3159722222222222	0.8145833333333333	0.7510416666666667
複勝	0.6388888888888888	0.6319444444444444	0.8402777777777777	0.8232638888888889
