bet_type	hitrate_model	hitrate_pop	returnrate_model	returnrate_pop
ワイド	0.2986111111111111	0.3090277777777778	0.7475694444444444	0.7597222222222223
単勝	0.5416666666666666	0.53125	0.8711805555555556	0.8177083333333333
複勝	0.8541666666666666	0.8576388888888888	0.8435763888888889	0.8510416666666667
馬単	0.1701388888888889	0.1840277777777778	0.8121527777777777	0.8732638888888888
馬連	0.1701388888888889	0.1840277777777778	0.8541666666666667	0.9013888888888889
