bet_type	hitrate_model	hitrate_pop	returnrate_model	returnrate_pop
単勝	0.3275462962962963	0.33101851851851855	0.8116898148148148	0.7987268518518519
複勝	0.6331018518518519	0.6412037037037037	0.841550925925926	0.8381944444444445
