bet_type	hitrate_model	hitrate_pop	returnrate_model	returnrate_pop
ワイド	0.3263888888888889	0.32407407407407407	0.8806712962962964	0.8096064814814815
単勝	0.5393518518518519	0.5439814814814815	0.877199074074074	0.8362847222222223
複勝	0.8206018518518519	0.8425925925925926	0.8395833333333332	0.8394097222222223
馬単	0.16550925925925927	0.1701388888888889	0.8835648148148149	0.8117476851851851
馬連	0.16550925925925927	0.1701388888888889	0.8832175925925925	0.8299768518518519
