race_id	horse_id	target	rank	tansho_odds	popularity	umaban	pred
202303030206	2021106007	0	14	51.3	11	13	0.016034048903264635
202303030206	2021104436	0	4	97.7	14	14	0.004158642656303917
202303030206	2021104569	0	12	23.0	7	15	0.01610475574661093
202303030207	2018102665	0	11	64.7	10	1	0.0038141625432928927
202303030207	2019100212	0	2	10.6	6	2	0.07991073658238036
202303030207	2020103945	1	1	5.8	4	3	0.11385692639705636
202303030207	2020103504	0	7	41.9	9	4	0.048655741652917445
202303030207	2020101727	0	10	128.9	11	5	0.004929846133576443
202303030207	2018104891	0	3	5.9	5	6	0.10552422433956332
202303030207	2020100495	0	9	3.6	1	7	0.17253797356776227
202303030207	2018105814	0	5	5.8	3	8	0.12628585539512713
202303030207	2019106321	0	4	11.5	7	9	0.0677981835103287
202303030207	2020104778	0	8	25.5	8	10	0.025686689567540548
202303030207	2020103537	0	6	5.0	2	11	0.14180382353652138
202303030208	2019101562	0	3	10.7	4	1	0.07366597506801723
202303030208	2019101998	0	10	45.6	9	2	0.027205680466877446
202303030208	2019101833	0	7	65.3	12	3	0.007889195614305329
202303030208	2020102387	0	9	86.3	13	4	0.004257148942491042
202303030208	2019102240	1	1	2.3	1	5	0.3846452433250808
202303030208	2018100593	0	12	19.7	7	6	0.02637265720233124
202303030208	2020103340	0	13	5.9	3	7	0.11056204636425043
202303030208	2020103670	0	6	16.3	5	8	0.05475168494539459
202303030208	2020100500	0	5	3.5	2	9	0.3293354385278183
202303030208	2018100096	0	8	60.5	10	10	0.004389406917829313
202303030208	2020101378	0	4	61.0	11	11	0.005907215718623992
202303030208	2017101448	0	11	32.7	8	12	0.011465995494337126
202303030208	2020105484	0	2	16.4	6	13	0.04321860244206938
202303030209	2020106439	0	7	10.7	4	1	0.08222908282688601
202303030209	2019106935	0	13	22.3	9	2	0.024135247934010864
202303030209	2020105798	0	4	20.5	8	3	0.04424408052205951
202303030209	2020100742	0	11	2.9	1	4	0.20962694703826446
202303030209	2020101296	0	10	18.5	7	5	0.05399630710359179
202303030209	2020106677	0	12	4.3	2	6	0.1804225742364357
202303030209	2020102452	0	6	30.9	10	7	0.05905710996906513
202303030209	2020102975	0	8	47.2	12	8	0.01539904672483477
202303030209	2017105179	0	5	46.8	11	9	0.008904419565868986
202303030209	2019105908	1	1	5.3	3	10	0.07911328106442918
202303030209	2020105746	0	3	18.2	6	11	0.05335686527331384
202303030209	2020106966	0	2	11.0	5	12	0.07097110438501003
202303030209	2020102918	0	14	53.8	13	13	0.006235909725057658
202303030209	2019106820	0	9	67.9	14	14	0.004115819256978181
202303030210	2019104729	1	1	7.5	3	1	0.11874382925778582
202303030210	2020100934	0	8	10.0	4	2	0.09392639584209181
202303030210	2018106426	0	13	93.4	13	3	0.0025723290012488937
202303030210	2020103697	0	5	2.5	1	4	0.2598915145274862
202303030210	2017101159	0	4	17.7	7	5	0.042546625721952745
202303030210	2018103473	0	10	13.4	6	6	0.06592507899445303
202303030210	2019109109	0	9	94.7	14	7	0.011062185790395345
202303030210	2020106779	0	6	11.9	5	8	0.0868514934961602
202303030210	2017106136	0	14	27.0	9	9	0.01593461106546402
202303030210	2017102043	0	3	136.8	15	10	0.001835174213845506
202303030210	2019100072	0	2	4.2	2	11	0.2352160765265884
202303030210	2019105976	0	12	35.2	11	12	0.015375065747971471
202303030210	2018101956	0	11	21.0	8	13	0.021029031520965028
202303030210	2018106464	0	15	32.0	10	14	0.0185382119708093
202303030210	2017106689	0	7	92.3	12	15	0.009792253025866558
202303030211	2019104108	0	4	14.1	4	1	0.03459203304649993
202303030211	2017105272	0	12	14.2	5	2	0.0432600649965797
202303030211	2015103616	0	13	228.9	16	3	0.0009345993301524382
202303030211	2018110035	0	5	1.8	1	4	0.2934720250598411
202303030211	2018101452	0	11	51.8	15	5	0.02535414287974036
202303030211	2018105296	0	15	39.9	14	6	0.016803570432867076
202303030211	2018100040	0	14	9.8	3	7	0.04425194342782702
202303030211	2019100765	0	7	8.7	2	8	0.040619341865247356
202303030211	2019100450	0	3	33.2	12	9	0.027076760238817266
202303030211	2017100583	0	9	25.4	8	10	0.023618695619649587
202303030211	2017106137	1	1	27.7	10	11	0.03070431724288947
202303030211	2016104787	0	10	30.4	11	12	0.015549675955851988
202303030211	2018100032	0	16	22.2	7	13	0.013325251924132371
202303030211	2019104915	0	6	26.9	9	14	0.028409477719910113
202303030211	2017104852	0	8	36.6	13	15	0.011595414320501063
202303030211	2017106720	0	2	14.5	6	16	0.0314412215917352
202303030212	2020101265	0	8	42.3	8	1	0.014802100999048357
202303030212	2019103553	0	4	56.6	9	2	0.008308602422538272
202303030212	2020101649	0	9	5.4	3	3	0.10166250600971653
202303030212	2019106305	0	5	90.9	10	4	0.002424984707176788
202303030212	2018100862	0	10	145.0	11	5	0.0006117119760283139
202303030212	2016110104	0	11	12.5	5	6	0.04587201990945039
202303030212	2020101271	1	1	2.3	1	7	0.2555234205653173
202303030212	2020102881	0	6	7.4	4	8	0.11689221458618028
202303030212	2019103815	0	7	4.0	2	9	0.1801322033039308
202303030212	2018100107	0	3	26.1	7	10	0.010760015536195306
202303030212	2020110145	0	2	12.9	6	11	0.053564242113150314
202303030301	2021109144	0	13	383.2	15	1	0.00031600106515030084
202303030301	2021101570	0	16	390.2	16	2	0.0003737801406538879
202303030301	2021109085	0	6	30.0	7	3	0.06676129164218585
202303030301	2021103997	0	9	51.7	8	4	0.00983066345279256
202303030301	2021102074	0	14	65.0	10	5	0.004760881304392284
202303030301	2021103995	0	15	207.1	13	6	0.01524992745415114
202303030301	2021101793	0	7	29.1	6	7	0.0409320438242085
202303030301	2021102562	1	1	12.6	4	8	0.05474152665720671
202303030301	2021104959	0	4	2.7	2	9	0.2745605595187052
202303030301	2021105916	0	3	5.5	3	10	0.16415734054620798
202303030301	2021103219	0	2	2.7	1	11	0.3865332017788729
202303030301	2021101067	0	10	221.0	14	12	0.001489415685147047
202303030301	2021100493	0	5	17.6	5	13	0.02914401744418791
202303030301	2021104663	0	8	64.7	9	14	0.01400480501769519
202303030301	2021103722	0	12	84.5	11	15	0.0022944876636426938
202303030301	2021102187	0	11	91.3	12	16	0.0020160284566597664
202303030302	2021101608	0	9	247.7	11	1	0.005787688986995875
202303030302	2021100496	0	6	19.3	5	2	0.08423219036748704
202303030302	2021109068	0	12	357.9	13	3	0.0009571272961863868
202303030302	2021103515	0	11	143.4	10	4	0.0013174475932286817
202303030302	2021100515	0	8	79.9	8	5	0.01602554057640194
202303030302	2021101688	0	3	4.3	2	6	0.217098156734528
202303030302	2021107212	0	2	36.8	6	7	0.01959688632919876
202303030302	2021100950	0	10	42.9	7	8	0.01899673747213347
202303030302	2021105711	0	4	4.3	3	9	0.15895417843669926
202303030302	2021100376	1	1	13.1	4	10	0.05312840116924345
202303030302	2021104425	0	7	412.1	15	11	0.0009087864675315599
202303030302	2021102195	0	14	382.6	14	12	0.0013915519161325166
202303030302	2021105339	0	13	311.3	12	13	0.0018460261146909305
202303030302	2021100755	0	15	113.2	9	14	0.0012625897288098663
202303030302	2021105895	0	5	1.9	1	15	0.5381134039093531
202303030303	2021101279	0	2	7.0	4	1	0.20757986398869446
202303030303	2021103898	0	11	413.6	15	2	0.00028247962077438467
202303030303	2021101286	0	15	270.9	14	3	0.0004246594146080417
202303030303	2021104239	0	9	137.9	12	4	0.0008378674838810062
202303030303	2021106854	1	1	8.1	5	5	0.08324756075671698
202303030303	2021106879	0	4	8.1	6	6	0.07898580227109415
202303030303	2021104060	0	7	110.3	11	7	0.0016543500459793015
202303030303	2021101100	0	3	4.1	1	8	0.1842138293959203
202303030303	2021103548	0	8	31.1	8	9	0.02119371732491119
202303030303	2021102288	0	12	17.0	7	10	0.036989121869583606
202303030303	2021103101	0	5	5.3	3	11	0.15813290517405845
202303030303	2021101012	0	10	66.3	9	12	0.002684714289485181
202303030303	2021106352	0	13	526.1	16	13	0.0002634283638869279
202303030303	2021101186	0	14	144.3	13	14	0.0011448541842320919
202303030303	2021105297	0	6	4.5	2	15	0.1327318847824319
202303030304	2020102013	0	7	14.9	5	1	0.045506154397963475
202303030304	2019105456	0	3	10.9	3	2	0.09052266951683953
202303030304	2020103923	0	10	57.8	12	3	0.006001654903028907
202303030304	2019103410	0	6	8.5	2	4	0.0797441336425164
202303030304	2019110125	0	2	21.2	7	5	0.03180278075603761
202303030304	2020104818	0	11	17.2	6	6	0.09747069102159897
202303030304	2018105065	0	13	301.1	15	7	0.0012076601577312603
202303030304	2019105457	0	5	28.0	9	8	0.04140951739524616
202303030304	2020104765	0	14	12.7	4	9	0.0647646863639465
202303030304	2019100622	0	8	30.7	11	10	0.07832505640737432
202303030304	2020100838	0	4	30.0	10	11	0.04357498051060516
202303030304	2020104634	0	9	26.3	8	12	0.02176308170896064
202303030304	2018102579	0	12	181.8	14	13	0.002104042034401524
202303030304	2019102178	0	15	95.0	13	14	0.005273854871180823
202303030304	2020103148	1	1	1.6	1	15	0.32407510920502436
202303030305	2021102353	0	5	62.4	12	1	0.03040356824603357
202303030305	2021107009	0	9	6.9	2	2	0.10082149901770743
202303030305	2021104877	0	7	18.5	7	3	0.06196854245598918
202303030305	2021105038	0	10	7.4	3	4	0.09795581359167338
202303030305	2021105580	1	1	2.5	1	5	0.3862526645636148
202303030305	2021106803	0	14	37.5	9	6	0.02225590473961614
202303030305	2021100409	0	13	60.5	11	7	0.01179650521552595
202303030305	2021107086	0	11	67.8	13	9	0.006967709784648352
202303030305	2021103826	0	6	8.0	5	10	0.10589982239725444
202303030305	2021100006	0	8	51.7	10	11	0.013218647116243942
202303030305	2021101439	0	3	7.6	4	12	0.10649377105764986
202303030305	2021101945	0	15	187.4	15	13	0.0017159807045791704
202303030305	2021101269	0	4	31.4	8	14	0.02189041500965847
202303030305	2021104162	0	2	14.0	6	15	0.06437599626046948
202303030305	2021104793	0	12	147.2	14	16	0.0016458746947320476
202303030306	2020102599	0	9	14.0	8	1	0.10307126701483293
202303030306	2018102069	0	3	3.4	1	2	0.15978250457226303
202303030306	2020102208	0	5	9.5	6	3	0.08963111223581899
202303030306	2019100197	0	12	78.0	13	4	0.004042995181873258
202303030306	2020104983	0	2	6.1	3	5	0.15540191336994616
202303030306	2020102294	0	6	9.3	5	6	0.09516494581365077
202303030306	2020102971	0	11	8.0	4	7	0.137739280610889
202303030306	2020104415	0	10	102.9	14	8	0.0037642662149795993
202303030306	2019103200	0	13	70.1	11	9	0.0036918972480278157
202303030306	2020104824	0	4	73.1	12	10	0.003883269206460328
202303030306	2020100736	1	1	9.8	7	11	0.07784547131158107
202303030306	2018105386	0	7	53.2	9	12	0.007266941301552433
202303030306	2019101998	0	8	176.6	16	13	0.0009657621811964275
202303030306	2018105121	0	16	55.4	10	14	0.003667003693345876
202303030306	2019102510	0	14	106.9	15	15	0.0013316219624218216
202303030306	2020103418	0	15	5.3	2	16	0.15176329138078126
202303030307	2019100110	0	11	17.6	8	1	0.030976865940017865
202303030307	2018104971	0	4	13.9	7	2	0.04304635343722312
202303030307	2019105493	0	5	7.6	5	3	0.09551967435337291
202303030307	2020103900	0	6	3.8	1	4	0.30755534776669435
202303030307	2018104533	0	8	48.5	11	5	0.009372345951882225
202303030307	2017104086	0	9	12.6	6	6	0.04531863014783312
202303030307	2019102747	0	2	5.6	3	7	0.11437948238716965
202303030307	2020104363	1	1	6.9	4	8	0.10057721078736774
202303030307	2018103001	0	16	134.9	14	9	0.0025197887506320116
202303030307	2020101739	0	14	85.9	13	10	0.027951684463288058
202303030307	2019103517	0	7	5.1	2	11	0.08767501178132389
202303030307	2020106497	0	15	319.3	16	12	0.0005485905121971408
202303030307	2018100562	0	13	135.4	15	13	0.0018626599278835532
202303030307	2019105389	0	12	77.8	12	14	0.001841305331225983
202303030307	2020105277	0	10	34.7	10	15	0.013101922703909011
202303030307	2019101165	0	3	21.4	9	16	0.02298268403008711
202303030308	2017100088	0	12	253.6	12	1	0.000802123271105141
202303030308	2020104553	0	10	10.9	5	2	0.09733256517708515
202303030308	2018105284	0	7	11.7	6	3	0.12545999053272058
202303030308	2020105567	0	2	5.4	3	4	0.15200655712013303
202303030308	2020105796	0	6	14.6	7	5	0.051544084467657444
202303030308	2019104961	0	8	90.2	11	6	0.026967916855434513
202303030308	2020110095	1	1	2.9	1	7	0.2653434795998948
202303030308	2020101344	0	9	48.4	10	8	0.012883489574674672
202303030308	2017104727	0	3	8.5	4	9	0.07911627886524297
202303030308	2020103955	0	11	4.1	2	10	0.2677241053132559
202303030308	2020106692	0	4	28.7	9	11	0.04064174383184326
202303030308	2020101963	0	5	17.6	8	12	0.07213391726343917
202303030309	2020106865	0	12	18.4	5	1	0.07060242651234241
202303030309	2018104730	0	5	21.7	6	2	0.018739407561520302
202303030309	2020101425	0	8	109.5	11	3	0.0024235967777353784
202303030309	2018106354	0	6	7.7	3	4	0.11920716496223517
202303030309	2020103928	1	1	1.4	1	5	0.5906796211412079
202303030309	2020103440	0	4	131.3	12	6	0.003567105560898685
202303030309	2020102785	0	3	24.2	7	7	0.039487088456481675
202303030309	2018103603	0	7	56.4	9	8	0.017351534317939555
202303030309	2020100640	0	2	5.6	2	9	0.09962065266665684
202303030309	2020105031	0	9	49.4	8	10	0.028882830029821508
