race_id	0	1	2	3
202304010111	馬単	6 → 8	9010	31
202304010111	三連複	3 - 6 - 8	2910	6
202304010111	三連単	6 → 8 → 3	33850	102
202304010112	単勝	8	170	1
202304010112	複勝	8 11 2	110 260 160	1 6 2
202304010112	枠連	5 - 7	480	1
202304010112	馬連	8 - 11	1490	5
202304010112	ワイド	8 - 11 2 - 8 2 - 11	490 250 1,400	5 1 18
202304010112	馬単	8 → 11	1900	8
202304010112	三連複	2 - 8 - 11	2520	8
202304010112	三連単	8 → 11 → 2	10570	29
202304010201	単勝	7	900	5
202304010201	複勝	7 3 10	180 130 110	5 2 1
202304010201	枠連	2 - 4	2030	8
202304010201	馬連	3 - 7	1920	7
202304010201	ワイド	3 - 7 7 - 10 3 - 10	530 400 260	7 4 1
202304010201	馬単	7 → 3	4430	18
202304010201	三連複	3 - 7 - 10	1240	4
202304010201	三連単	7 → 3 → 10	14150	47
202304010202	単勝	6	630	3
202304010202	複勝	6 1 2	160 110 310	3 1 5
202304010202	枠連	1 - 3	540	2
202304010202	馬連	1 - 6	580	2
202304010202	ワイド	1 - 6 2 - 6 1 - 2	260 900 450	2 10 6
202304010202	馬単	6 → 1	1670	5
202304010202	三連複	1 - 2 - 6	1650	4
202304010202	三連単	6 → 1 → 2	10950	33
202304010203	単勝	5	790	3
202304010203	複勝	5 1 12	260 1,810 380	4 10 5
202304010203	枠連	1 - 3	22140	28
202304010203	馬連	1 - 5	28580	41
202304010203	ワイド	1 - 5 5 - 12 1 - 12	8,020 1,990 10,090	45 19 50
202304010203	馬単	5 → 1	48010	74
202304010203	三連複	1 - 5 - 12	134260	153
202304010203	三連単	5 → 1 → 12	862210	900
202304010204	単勝	8	730	4
202304010204	複勝	8 7 2	160 190 120	4 5 1
202304010204	枠連	7 - 8	1350	6
202304010204	馬連	7 - 8	2790	11
202304010204	ワイド	7 - 8 2 - 8 2 - 7	800 270 420	12 2 5
202304010204	馬単	8 → 7	6120	21
202304010204	三連複	2 - 7 - 8	1790	6
202304010204	三連単	8 → 7 → 2	19800	71
202304010205	単勝	10	1150	7
202304010205	複勝	10 2 7	400 1,600 220	7 10 3
202304010205	枠連	2 - 7	19720	22
202304010205	馬連	2 - 10	59730	61
202304010205	ワイド	2 - 10 7 - 10 2 - 7	14,720 1,100 8,110	61 15 45
202304010205	馬単	10 → 2	94440	102
202304010205	三連複	2 - 7 - 10	74060	122
202304010205	三連単	10 → 2 → 7	536920	760
202304010206	単勝	5	550	2
202304010206	複勝	5 8 3	190 140 640	4 1 8
202304010206	枠連	5 - 8	450	1
202304010206	馬連	5 - 8	1110	5
202304010206	ワイド	5 - 8 3 - 5 3 - 8	430 3,120 2,030	5 28 20
202304010206	馬単	5 → 8	2180	8
202304010206	三連複	3 - 5 - 8	9290	31
202304010206	三連単	5 → 8 → 3	46880	171
202304010207	単勝	3	950	5
202304010207	複勝	3 7 14	230 130 140	5 1 2
202304010207	枠連	2 - 4	1040	3
202304010207	馬連	3 - 7	1420	4
202304010207	ワイド	3 - 7 3 - 14 7 - 14	550 720 260	4 5 1
202304010207	馬単	3 → 7	3940	11
202304010207	三連複	3 - 7 - 14	2080	2
202304010207	三連単	3 → 7 → 14	17400	32
202304010208	単勝	10	240	1
202304010208	複勝	10 7 2	150 380 200	2 8 3
202304010208	枠連	6 - 7	480	3
202304010208	馬連	7 - 10	2410	9
202304010208	ワイド	7 - 10 2 - 10 2 - 7	810 390 1,240	13 2 17
202304010208	馬単	10 → 7	3490	11
202304010208	三連複	2 - 7 - 10	4060	12
202304010208	三連単	10 → 7 → 2	22130	74
202304010209	単勝	9	210	1
202304010209	複勝	9 3 8	140 180 530	1 3 8
202304010209	枠連	2 - 5	810	3
202304010209	馬連	3 - 9	910	3
202304010209	ワイド	3 - 9 8 - 9 3 - 8	370 1,190 2,140	2 12 25
202304010209	馬単	9 → 3	1260	3
202304010209	三連複	3 - 8 - 9	6100	19
202304010209	三連単	9 → 3 → 8	17400	40
202304010210	単勝	12	710	4
202304010210	複勝	12 7 16	220 440 240	2 8 4
202304010210	枠連	4 - 6	1850	7
202304010210	馬連	7 - 12	5180	19
202304010210	ワイド	7 - 12 12 - 16 7 - 16	1,640 830 2,060	19 7 23
202304010210	馬単	12 → 7	9540	40
202304010210	三連複	7 - 12 - 16	10460	31
202304010210	三連単	12 → 7 → 16	70210	220
202304010211	単勝	6	350	1
202304010211	複勝	6 8 12	160 460 240	1 9 3
202304010211	枠連	4 - 5	1080	2
202304010211	馬連	6 - 8	3560	13
202304010211	ワイド	6 - 8 6 - 12 8 - 12	1,260 550 1,890	14 2 25
202304010211	馬単	6 → 8	5110	16
202304010211	三連複	6 - 8 - 12	6790	16
202304010211	三連単	6 → 8 → 12	33010	82
202304010212	単勝	12	400	2
202304010212	複勝	12 15 2	150 240 130	2 5 1
202304010212	枠連	7 - 8	600	3
202304010212	馬連	12 - 15	1680	5
202304010212	ワイド	12 - 15 2 - 12 2 - 15	640 340 830	5 2 9
202304010212	馬単	12 → 15	3340	9
202304010212	三連複	2 - 12 - 15	3280	6
202304010212	三連単	12 → 15 → 2	19670	45
202304010301	単勝	9	650	2
202304010301	複勝	9 11 5	230 320 570	3 5 10
202304010301	枠連	6 - 7	620	1
202304010301	馬連	9 - 11	3260	11
202304010301	ワイド	9 - 11 5 - 9 5 - 11	1,290 2,130 2,390	15 31 35
202304010301	馬単	9 → 11	5770	23
202304010301	三連複	5 - 9 - 11	20370	86
202304010301	三連単	9 → 11 → 5	92210	354
202304010302	単勝	13	520	3
202304010302	複勝	13 15 14	170 480 190	2 7 4
202304010302	枠連	7 - 8	910	5
202304010302	馬連	13 - 15	4160	15
202304010302	ワイド	13 - 15 13 - 14 14 - 15	1,260 510 1,400	14 4 18
202304010302	馬単	13 → 15	6740	29
202304010302	三連複	13 - 14 - 15	6790	23
202304010302	三連単	13 → 15 → 14	43530	159
202304010303	単勝	6	400	1
202304010303	複勝	6 10 7	170 350 230	2 7 4
202304010303	枠連	4 - 6	2050	10
202304010303	馬連	6 - 10	3060	13
202304010303	ワイド	6 - 10 6 - 7 7 - 10	1,070 700 1,630	14 8 22
202304010303	馬単	6 → 10	6040	25
202304010303	三連複	6 - 7 - 10	8380	33
202304010303	三連単	6 → 10 → 7	44190	159
202304010304	単勝	6	310	2
202304010304	複勝	6 2 4	150 320 160	2 5 3
202304010304	馬連	2 - 6	3530	10
202304010304	ワイド	2 - 6 4 - 6 2 - 4	880 350 750	11 6 8
202304010304	馬単	6 → 2	5350	17
202304010304	三連複	2 - 4 - 6	3160	13
202304010304	三連単	6 → 2 → 4	19110	68
202304010305	単勝	3	400	2
202304010305	複勝	3 10 4	160 190 190	2 4 5
202304010305	枠連	2 - 6	1100	5
202304010305	馬連	3 - 10	980	2
202304010305	ワイド	3 - 10 3 - 4 4 - 10	380 450 680	2 4 9
202304010305	馬単	3 → 10	1740	2
202304010305	三連複	3 - 4 - 10	2030	5
202304010305	三連単	3 → 10 → 4	8610	11
202304010306	単勝	11	350	1
202304010306	複勝	11 7 4	150 170 260	1 2 6
202304010306	枠連	4 - 6	500	1
202304010306	馬連	7 - 11	770	1
202304010306	ワイド	7 - 11 4 - 11 4 - 7	350 770 710	2 12 8
202304010306	馬単	11 → 7	1580	1
202304010306	三連複	4 - 7 - 11	2420	5
202304010306	三連単	11 → 7 → 4	10060	16
202304010307	単勝	5	170	1
202304010307	複勝	5 4 6	110 160 140	1 4 3
202304010307	枠連	4 - 5	2160	8
202304010307	馬連	4 - 5	670	3
202304010307	ワイド	4 - 5 5 - 6 4 - 6	230 190 330	3 2 7
202304010307	馬単	5 → 4	1100	4
202304010307	三連複	4 - 5 - 6	780	3
202304010307	三連単	5 → 4 → 6	3110	10
202304010308	単勝	1	190	1
202304010308	複勝	1 3 5	130 250 230	1 5 3
202304010308	枠連	1 - 3	970	4
202304010308	馬連	1 - 3	870	2
202304010308	ワイド	1 - 3 1 - 5 3 - 5	420 420 1,230	3 2 15
202304010308	馬単	1 → 3	1430	5
202304010308	三連複	1 - 3 - 5	2480	8
202304010308	三連単	1 → 3 → 5	9010	17
202304010309	単勝	3	1360	6
202304010309	複勝	3 6 7	280 160 340	5 1 6
202304010309	枠連	2 - 4	1370	5
202304010309	馬連	3 - 6	2040	6
202304010309	ワイド	3 - 6 3 - 7 6 - 7	790 2,040 880	5 25 7
202304010309	馬単	3 → 6	6170	21
202304010309	三連複	3 - 6 - 7	7180	19
202304010309	三連単	3 → 6 → 7	57370	180
202304010310	単勝	10	340	1
202304010310	複勝	10 9 6	140 130 350	2 1 8
202304010310	枠連	8 - 8	550	2
202304010310	馬連	9 - 10	630	1
202304010310	ワイド	9 - 10 6 - 10 6 - 9	270 1,340 930	1 20 16
202304010310	馬単	10 → 9	1270	1
202304010310	三連複	6 - 9 - 10	3860	16
202304010310	三連単	10 → 9 → 6	14380	44
202304010311	単勝	2	720	4
202304010311	複勝	2 6 3	210 780 150	4 10 1
202304010311	枠連	2 - 5	7240	27
202304010311	馬連	2 - 6	15150	35
202304010311	ワイド	2 - 6 2 - 3 3 - 6	3,810 410 1,860	38 3 28
202304010311	馬単	2 → 6	26370	62
202304010311	三連複	2 - 3 - 6	13640	47
202304010311	三連単	2 → 6 → 3	112570	328
202304010312	単勝	16	280	1
202304010312	複勝	16 14 2	150 250 680	1 2 12
202304010312	枠連	7 - 8	480	1
202304010312	馬連	14 - 16	1070	1
202304010312	ワイド	14 - 16 2 - 16 2 - 14	510 1,860 4,210	1 22 59
202304010312	馬単	16 → 14	1620	1
202304010312	三連複	2 - 14 - 16	11540	39
202304010312	三連単	16 → 14 → 2	33440	79
202304010401	単勝	10	680	4
202304010401	複勝	10 14 2	200 140 140	4 3 2
202304010401	枠連	6 - 8	1000	5
202304010401	馬連	10 - 14	1560	5
202304010401	ワイド	10 - 14 2 - 10 2 - 14	600 710 390	5 6 3
202304010401	馬単	10 → 14	3340	11
202304010401	三連複	2 - 10 - 14	2210	4
202304010401	三連単	10 → 14 → 2	15250	39
202304010402	単勝	8	830	6
202304010402	複勝	8 5 9	260 2,060 270	5 9 6
202304010402	枠連	5 - 7	18810	23
202304010402	馬連	5 - 8	35910	32
202304010402	ワイド	5 - 8 8 - 9 5 - 9	7,080 830 9,060	32 15 33
202304010402	馬単	8 → 5	59300	61
202304010402	三連複	5 - 8 - 9	51970	72
202304010402	三連単	8 → 5 → 9	445890	425
202304010403	単勝	6	390	2
202304010403	複勝	6 5 12	160 120 460	2 1 8
202304010403	枠連	3 - 4	590	1
202304010403	馬連	5 - 6	610	1
202304010403	ワイド	5 - 6 6 - 12 5 - 12	280 1,380 1,200	1 17 14
202304010403	馬単	6 → 5	1240	2
202304010403	三連複	5 - 6 - 12	4080	11
202304010403	三連単	6 → 5 → 12	15460	42
202304010404	単勝	3	500	3
202304010404	複勝	3 2 1	180 200 170	3 6 2
202304010404	馬連	2 - 3	2260	12
202304010404	ワイド	2 - 3 1 - 3 1 - 2	730 510 680	11 7 10
202304010404	馬単	3 → 2	4770	26
202304010404	三連複	1 - 2 - 3	2680	11
202304010404	三連単	3 → 2 → 1	17700	73
202304010405	単勝	4	340	2
202304010405	複勝	4 13 15	140 130 310	2 1 6
202304010405	枠連	2 - 7	640	1
202304010405	馬連	4 - 13	660	1
202304010405	ワイド	4 - 13 4 - 15 13 - 15	310 1,180 800	1 16 9
202304010405	馬単	4 → 13	1240	2
202304010405	三連複	4 - 13 - 15	3840	10
202304010405	三連単	4 → 13 → 15	13620	31
202304010406	単勝	11	450	2
202304010406	複勝	11 2 3	170 130 290	3 1 6
202304010406	枠連	2 - 6	500	1
202304010406	馬連	2 - 11	530	1
202304010406	ワイド	2 - 11 3 - 11 2 - 3	260 900 630	1 8 5
202304010406	馬単	11 → 2	1310	3
202304010406	三連複	2 - 3 - 11	2390	3
202304010406	三連単	11 → 2 → 3	10620	14
202304010407	単勝	2	250	1
202304010407	複勝	2 7 11	120 160 140	1 4 2
202304010407	枠連	2 - 6	570	3
202304010407	馬連	2 - 7	840	3
202304010407	ワイド	2 - 7 2 - 11 7 - 11	350 250 500	3 1 7
202304010407	馬単	2 → 7	1370	4
202304010407	三連複	2 - 7 - 11	1430	3
202304010407	三連単	2 → 7 → 11	5720	8
202304010408	単勝	3	680	4
202304010408	複勝	3 16 10	240 180 2,210	4 1 16
202304010408	枠連	2 - 8	450	1
202304010408	馬連	3 - 16	1520	4
202304010408	ワイド	3 - 16 3 - 10 10 - 16	580 9,760 6,250	2 79 59
202304010408	馬単	3 → 16	3400	11
202304010408	三連複	3 - 10 - 16	46250	140
202304010408	三連単	3 → 16 → 10	224520	651
202304010409	単勝	7	410	2
202304010409	複勝	7 3 13	200 1,270 260	2 14 4
202304010409	枠連	2 - 4	690	1
202304010409	馬連	3 - 7	16440	47
202304010409	ワイド	3 - 7 7 - 13 3 - 13	4,100 650 3,410	46 6 40
202304010409	馬単	7 → 3	22080	74
202304010409	三連複	3 - 7 - 13	25700	84
202304010409	三連単	7 → 3 → 13	197500	557
202304010410	単勝	16	190	1
202304010410	複勝	16 14 11	120 140 290	1 2 5
202304010410	枠連	7 - 8	360	1
202304010410	馬連	14 - 16	450	1
202304010410	ワイド	14 - 16 11 - 16 11 - 14	220 640 990	1 5 12
202304010410	馬単	16 → 14	700	1
202304010410	三連複	11 - 14 - 16	2380	4
202304010410	三連単	16 → 14 → 11	6780	7
202304010411	単勝	2	780	5
202304010411	複勝	2 6 11	310 230 870	6 2 12
202304010411	枠連	1 - 3	2260	12
202304010411	馬連	2 - 6	2330	6
202304010411	ワイド	2 - 6 2 - 11 6 - 11	870 4,880 2,710	6 61 33
202304010411	馬単	2 → 6	4960	15
202304010411	三連複	2 - 6 - 11	25200	99
202304010411	三連単	2 → 6 → 11	109330	378
202304010412	単勝	14	370	1
202304010412	複勝	14 2 4	170 310 150	2 6 1
202304010412	枠連	2 - 8	2020	9
202304010412	馬連	2 - 14	3700	12
202304010412	ワイド	2 - 14 4 - 14 2 - 4	1,360 360 1,090	16 1 11
202304010412	馬単	14 → 2	5600	20
202304010412	三連複	2 - 4 - 14	5410	12
202304010412	三連単	14 → 2 → 4	32560	88
202304010501	単勝	10	300	2
202304010501	複勝	10 13 8	130 180 180	2 4 3
202304010501	枠連	6 - 7	320	1
202304010501	馬連	10 - 13	850	4
202304010501	ワイド	10 - 13 8 - 10 8 - 13	430 360 590	5 4 8
202304010501	馬単	10 → 13	1500	6
202304010501	三連複	8 - 10 - 13	1520	4
202304010501	三連単	10 → 13 → 8	6220	13
202304010502	単勝	14	170	1
202304010502	複勝	14 8 3	110 470 240	1 6 4
202304010502	枠連	5 - 8	2390	8
202304010502	馬連	8 - 14	2920	8
202304010502	ワイド	8 - 14 3 - 14 3 - 8	970 430 4,170	9 4 29
202304010502	馬単	14 → 8	4450	12
202304010502	三連複	3 - 8 - 14	8450	21
202304010502	三連単	14 → 8 → 3	22500	60
202304010503	単勝	10	500	3
202304010503	複勝	10 1 4	160 170 150	2 4 1
202304010503	枠連	1 - 5	1420	10
202304010503	馬連	1 - 10	1500	7
202304010503	ワイド	1 - 10 4 - 10 1 - 4	540 400 410	7 1 2
202304010503	馬単	10 → 1	3010	17
202304010503	三連複	1 - 4 - 10	1640	1
202304010503	三連単	10 → 1 → 4	10420	17
202304010504	単勝	1	170	1
202304010504	複勝	1 5 12	110 140 240	1 3 5
202304010504	枠連	1 - 4	420	2
202304010504	馬連	1 - 5	430	2
202304010504	ワイド	1 - 5 1 - 12 5 - 12	200 410 610	2 5 8
202304010504	馬単	1 → 5	640	2
202304010504	三連複	1 - 5 - 12	1400	5
202304010504	三連単	1 → 5 → 12	4160	13
202304010505	単勝	4	270	2
202304010505	複勝	4 9 6	130 110 410	2 1 6
202304010505	枠連	4 - 6	210	1
202304010505	馬連	4 - 9	290	1
202304010505	ワイド	4 - 9 4 - 6 6 - 9	180 1,220 850	1 13 9
202304010505	馬単	4 → 9	590	1
202304010505	三連複	4 - 6 - 9	2130	5
202304010505	三連単	4 → 9 → 6	7510	17
202304010506	単勝	13	640	4
202304010506	複勝	13 9 14	230 260 160	4 5 2
202304010506	枠連	5 - 7	2800	11
202304010506	馬連	9 - 13	4730	13
202304010506	ワイド	9 - 13 13 - 14 9 - 14	1,230 610 660	13 7 8
202304010506	馬単	13 → 9	8810	27
202304010506	三連複	9 - 13 - 14	4360	10
202304010506	三連単	13 → 9 → 14	34740	99
202304010507	単勝	2	180	1
202304010507	複勝	2 7 3	130 770 140	1 8 2
202304010507	枠連	2 - 7	530	1
202304010507	馬連	2 - 7	4370	17
202304010507	ワイド	2 - 7 2 - 3 3 - 7	1,440 280 2,390	19 2 25
202304010507	馬単	2 → 7	5460	23
202304010507	三連複	2 - 3 - 7	5810	25
202304010507	三連単	2 → 7 → 3	19960	75
202304010508	単勝	7	350	2
202304010508	複勝	7 5 1	170 210 340	2 5 6
202304010508	枠連	5 - 7	650	4
202304010508	馬連	5 - 7	1230	7
202304010508	ワイド	5 - 7 1 - 7 1 - 5	430 860 1,500	6 11 17
202304010508	馬単	7 → 5	2110	10
202304010508	三連複	1 - 5 - 7	6470	21
202304010508	三連単	7 → 5 → 1	22010	80
202304010509	単勝	13	280	1
202304010509	複勝	13 11 14	140 160 340	1 3 6
202304010509	枠連	6 - 7	450	2
202304010509	馬連	11 - 13	530	1
202304010509	ワイド	11 - 13 13 - 14 11 - 14	280 830 1,150	2 6 14
202304010509	馬単	13 → 11	1130	3
202304010509	三連複	11 - 13 - 14	3620	11
202304010509	三連単	13 → 11 → 14	11930	21
202304010510	単勝	1	3980	9
202304010510	複勝	1 9 3	980 330 1,510	9 6 11
202304010510	枠連	1 - 6	10740	26
202304010510	馬連	1 - 9	24380	47
202304010510	ワイド	1 - 9 1 - 3 3 - 9	6,880 13,580 7,080	50 65 51
202304010510	馬単	1 → 9	58200	105
202304010510	三連複	1 - 3 - 9	184640	209
202304010510	三連単	1 → 9 → 3	754040	1056
202304010511	単勝	6	250	1
202304010511	複勝	6 10 9	130 180 210	1 3 4
202304010511	枠連	6 - 8	740	3
202304010511	馬連	6 - 10	1040	3
202304010511	ワイド	6 - 10 6 - 9 9 - 10	400 470 750	2 3 8
202304010511	馬単	6 → 10	1780	3
202304010511	三連複	6 - 9 - 10	1800	3
202304010511	三連単	6 → 10 → 9	9310	18
202304010512	単勝	14	540	3
202304010512	複勝	14 8 2	270 720 700	4 8 7
202304010512	枠連	5 - 8	3660	12
202304010512	馬連	8 - 14	11740	30
202304010512	ワイド	8 - 14 2 - 14 2 - 8	3,170 1,910 7,320	31 21 54
202304010512	馬単	14 → 8	15210	44
202304010512	三連複	2 - 8 - 14	72750	139
202304010512	三連単	14 → 8 → 2	344820	657
202304010601	単勝	12	520	3
202304010601	複勝	12 8 15	170 130 180	2 1 3
202304010601	枠連	4 - 6	820	2
202304010601	馬連	8 - 12	960	2
202304010601	ワイド	8 - 12 12 - 15 8 - 15	380 550 490	2 5 3
202304010601	馬単	12 → 8	2150	5
202304010601	三連複	8 - 12 - 15	1820	2
202304010601	三連単	12 → 8 → 15	9830	10
202304010602	単勝	6	640	3
202304010602	複勝	6 8 3	260 130 290	5 1 6
202304010602	枠連	4 - 5	860	3
202304010602	馬連	6 - 8	910	2
202304010602	ワイド	6 - 8 3 - 6 3 - 8	420 1,330 540	2 14 6
202304010602	馬単	6 → 8	1930	5
202304010602	三連複	3 - 6 - 8	3370	8
202304010602	三連単	6 → 8 → 3	17970	51
202304010603	単勝	14	990	4
202304010603	複勝	14 8 13	240 300 120	3 6 1
202304010603	枠連	5 - 8	2310	11
202304010603	馬連	8 - 14	6230	21
202304010603	ワイド	8 - 14 13 - 14 8 - 13	1,640 390 560	20 2 5
202304010603	馬単	14 → 8	12380	41
202304010603	三連複	8 - 13 - 14	3440	8
202304010603	三連単	14 → 8 → 13	34920	112
202304010604	単勝	1	490	3
202304010604	複勝	1 6 12	150 120 150	3 1 4
202304010604	枠連	1 - 5	430	2
202304010604	馬連	1 - 6	560	1
202304010604	ワイド	1 - 6 1 - 12 6 - 12	200 350 240	1 5 2
202304010604	馬単	1 → 6	1270	4
202304010604	三連複	1 - 6 - 12	860	1
202304010604	三連単	1 → 6 → 12	4220	9
202304010605	単勝	4	5660	8
202304010605	複勝	4 5 3	950 110 560	9 1 7
202304010605	枠連	4 - 5	3470	12
202304010605	馬連	4 - 5	3230	10
202304010605	ワイド	4 - 5 3 - 4 3 - 5	1,280 7,470 970	12 37 9
202304010605	馬単	4 → 5	14050	32
202304010605	三連複	3 - 4 - 5	17670	41
202304010605	三連単	4 → 5 → 3	204230	288
202304010606	単勝	10	320	2
202304010606	複勝	10 6 9	150 290 330	2 5 6
202304010606	枠連	6 - 8	2230	7
202304010606	馬連	6 - 10	2540	11
202304010606	ワイド	6 - 10 9 - 10 6 - 9	760 760 1,980	11 10 20
202304010606	馬単	10 → 6	3470	14
202304010606	三連複	6 - 9 - 10	10130	32
202304010606	三連単	10 → 6 → 9	35240	121
202304010607	単勝	11	700	4
202304010607	複勝	11 13 4	170 110 220	4 1 5
202304010607	枠連	6 - 7	640	2
202304010607	馬連	11 - 13	730	3
202304010607	ワイド	11 - 13 4 - 11 4 - 13	300 1,080 440	3 12 4
202304010607	馬単	11 → 13	2060	7
202304010607	三連複	4 - 11 - 13	2630	6
202304010607	三連単	11 → 13 → 4	19070	53
202304010608	単勝	15	880	4
202304010608	複勝	15 14 13	280 200 170	5 3 1
202304010608	枠連	8 - 8	3020	15
202304010608	馬連	14 - 15	2360	7
202304010608	ワイド	14 - 15 13 - 15 13 - 14	830 650 570	7 3 2
202304010608	馬単	15 → 14	5190	14
202304010608	三連複	13 - 14 - 15	3390	3
202304010608	三連単	15 → 14 → 13	31320	52
202304010609	単勝	11	360	1
202304010609	複勝	11 2 1	190 320 540	3 5 8
202304010609	枠連	2 - 8	2430	8
202304010609	馬連	2 - 11	2160	7
202304010609	ワイド	2 - 11 1 - 11 1 - 2	920 1,810 3,690	10 23 37
202304010609	馬単	11 → 2	3290	13
202304010609	三連複	1 - 2 - 11	18060	57
202304010609	三連単	11 → 2 → 1	61530	213
202304010610	単勝	13	180	1
202304010610	複勝	13 15 9	130 950 320	1 11 5
202304010610	枠連	7 - 8	1950	9
202304010610	馬連	13 - 15	4140	12
202304010610	ワイド	13 - 15 9 - 13 9 - 15	1,620 890 10,580	16 8 77
202304010610	馬単	13 → 15	4960	14
202304010610	三連複	9 - 13 - 15	22400	72
202304010610	三連単	13 → 15 → 9	90660	267
202304010611	単勝	9	1110	4
202304010611	複勝	9 1 11	310 370 280	4 5 3
202304010611	枠連	1 - 6	4260	17
202304010611	馬連	1 - 9	8230	31
202304010611	ワイド	1 - 9 9 - 11 1 - 11	1,960 1,600 1,600	27 18 17
202304010611	馬単	9 → 1	15880	57
202304010611	三連複	1 - 9 - 11	20470	75
202304010611	三連単	9 → 1 → 11	151350	477
202304010612	単勝	11	470	2
202304010612	複勝	11 12 13	170 320 160	2 8 1
202304010612	枠連	6 - 7	820	1
202304010612	馬連	11 - 12	2670	12
202304010612	ワイド	11 - 12 11 - 13 12 - 13	870 410 760	12 1 9
202304010612	馬単	11 → 12	4810	21
202304010612	三連複	11 - 12 - 13	3310	6
202304010612	三連単	11 → 12 → 13	19680	47
202304010701	単勝	3	280	1
202304010701	複勝	3 12 5	110 130 160	1 2 3
202304010701	枠連	3 - 7	350	1
202304010701	馬連	3 - 12	630	1
202304010701	ワイド	3 - 12 3 - 5 5 - 12	250 340 470	1 2 5
202304010701	馬単	3 → 12	1130	1
202304010701	三連複	3 - 5 - 12	1250	1
202304010701	三連単	3 → 12 → 5	4020	1
202304010702	単勝	13	810	5
202304010702	複勝	13 11 12	210 190 170	5 4 3
202304010702	枠連	7 - 8	800	4
202304010702	馬連	11 - 13	2350	10
202304010702	ワイド	11 - 13 12 - 13 11 - 12	740 580 460	10 9 6
202304010702	馬単	13 → 11	4320	20
202304010702	三連複	11 - 12 - 13	2210	8
202304010702	三連単	13 → 11 → 12	15790	63
202304010703	単勝	4	280	2
202304010703	複勝	4 12 3	130 130 280	3 2 4
202304010703	枠連	3 - 7	580	3
202304010703	馬連	4 - 12	530	3
202304010703	ワイド	4 - 12 3 - 4 3 - 12	230 730 710	2 7 6
202304010703	馬単	4 → 12	910	2
202304010703	三連複	3 - 4 - 12	2870	7
202304010703	三連単	4 → 12 → 3	8570	15
202304010704	単勝	8	820	3
202304010704	複勝	8 10 1	210 160 180	4 1 3
202304010704	枠連	5 - 6	660	1
202304010704	馬連	8 - 10	2120	7
202304010704	ワイド	8 - 10 1 - 8 1 - 10	800 1,080 710	8 11 4
202304010704	馬単	8 → 10	4190	11
202304010704	三連複	1 - 8 - 10	4520	8
202304010704	三連単	8 → 10 → 1	23120	37
202304010705	単勝	7	310	2
202304010705	複勝	7 9 1	160 1,480 190	2 11 4
202304010705	枠連	5 - 6	3150	9
202304010705	馬連	7 - 9	9070	20
202304010705	ワイド	7 - 9 1 - 7 1 - 9	2,570 320 4,740	23 3 35
202304010705	馬単	7 → 9	12090	29
202304010705	三連複	1 - 7 - 9	13120	33
202304010705	三連単	7 → 9 → 1	80800	197
202304010706	単勝	13	1010	5
202304010706	複勝	13 11 7	300 170 520	6 1 9
202304010706	枠連	6 - 7	570	1
202304010706	馬連	11 - 13	1670	6
202304010706	ワイド	11 - 13 7 - 13 7 - 11	730 2,750 1,240	9 32 20
202304010706	馬単	13 → 11	4100	16
202304010706	三連複	7 - 11 - 13	10060	39
202304010706	三連単	13 → 11 → 7	53670	220
202304010707	単勝	10	3560	9
202304010707	複勝	10 6 9	990 230 560	10 4 6
202304010707	枠連	3 - 5	3240	15
202304010707	馬連	6 - 10	9370	28
202304010707	ワイド	6 - 10 9 - 10 6 - 9	3,440 6,200 1,810	33 50 17
202304010707	馬単	10 → 6	20660	64
202304010707	三連複	6 - 9 - 10	40210	105
202304010707	三連単	10 → 6 → 9	261450	644
202304010708	単勝	5	840	5
202304010708	複勝	5 13 6	230 120 510	5 1 9
202304010708	枠連	4 - 8	880	4
202304010708	馬連	5 - 13	1130	3
202304010708	ワイド	5 - 13 5 - 6 6 - 13	580 2,240 1,180	5 28 15
202304010708	馬単	5 → 13	2720	8
202304010708	三連複	5 - 6 - 13	7610	28
202304010708	三連単	5 → 13 → 6	42340	143
202304010709	単勝	13	460	2
202304010709	複勝	13 16 15	190 240 140	3 4 1
202304010709	枠連	7 - 8	390	1
202304010709	馬連	13 - 16	2260	7
202304010709	ワイド	13 - 16 13 - 15 15 - 16	770 320 410	8 2 3
202304010709	馬単	13 → 16	4010	12
202304010709	三連複	13 - 15 - 16	1770	2
202304010709	三連単	13 → 16 → 15	11740	18
202304010710	単勝	4	7770	12
202304010710	複勝	4 11 14	1,580 480 350	12 8 5
202304010710	枠連	2 - 6	2370	13
202304010710	馬連	4 - 11	52680	77
202304010710	ワイド	4 - 11 4 - 14 11 - 14	16,800 6,100 2,680	88 56 31
202304010710	馬単	4 → 11	150230	177
202304010710	三連複	4 - 11 - 14	107080	220
202304010710	三連単	4 → 11 → 14	1283030	1730
202304010711	単勝	13	410	1
202304010711	複勝	13 10 16	170 330 260	1 8 4
202304010711	枠連	5 - 7	940	1
202304010711	馬連	10 - 13	2880	14
202304010711	ワイド	10 - 13 13 - 16 10 - 16	950 670 1,660	12 3 24
202304010711	馬単	13 → 10	4600	17
202304010711	三連複	10 - 13 - 16	5230	13
202304010711	三連単	13 → 10 → 16	29330	79
202304010712	単勝	3	1120	5
202304010712	複勝	3 6 8	300 190 160	6 3 2
202304010712	枠連	2 - 4	2080	9
202304010712	馬連	3 - 6	2870	10
202304010712	ワイド	3 - 6 3 - 8 6 - 8	970 1,010 690	8 10 5
202304010712	馬単	3 → 6	6010	22
