race_id	horse_id	target	rank	tansho_odds	popularity	umaban	pred
202306050101	2021106406	0	16	514.1	15	1	0.0016023151552818549
202306050101	2021103422	0	7	44.7	7	2	0.01464947007274166
202306050101	2021106998	0	12	49.4	8	3	0.011965295580387988
202306050101	2021102752	0	4	31.2	6	4	0.03144870137959947
202306050101	2021103638	0	5	232.5	11	5	0.0016764273226217952
202306050101	2021103777	0	15	457.9	13	6	0.0016410373114571553
202306050101	2021102675	0	8	14.1	3	7	0.06860442946748613
202306050101	2021103111	0	9	127.1	9	8	0.0064947374273150275
202306050101	2021102925	0	11	21.1	5	9	0.040392793503049716
202306050101	2021104079	0	3	2.4	2	10	0.40991655204271055
202306050101	2021106021	0	14	590.9	16	11	0.00119751055230361
202306050101	2021107141	0	2	185.4	10	12	0.0022171297529731625
202306050101	2021104644	0	10	499.3	14	13	0.0013095805623861592
202306050101	2021102750	0	6	338.4	12	14	0.001447586173840747
202306050101	2021104145	1	1	1.9	1	15	0.45741002590986024
202306050101	2021106994	0	13	19.4	4	16	0.06932629664510849
202306050102	2021107212	0	6	5.6	2	1	0.1803016963658779
202306050102	2021101063	0	13	87.4	9	2	0.004047679380363999
202306050102	2021101166	0	11	98.1	10	3	0.0027318444885637183
202306050102	2021105937	0	10	264.4	14	4	0.001521732023404928
202306050102	2021105999	0	15	205.9	13	5	0.002580115275064303
202306050102	2021103607	0	12	11.4	5	6	0.08863991579647514
202306050102	2021106482	0	8	387.2	15	7	0.0013285366174854974
202306050102	2021102894	0	7	53.3	8	8	0.014257173038202614
202306050102	2021105149	1	1	1.9	1	9	0.4636962749192855
202306050102	2021101614	0	14	391.3	16	10	0.0015965188894880953
202306050102	2021104523	0	5	7.4	3	11	0.10433069447832562
202306050102	2021102179	0	16	106.1	11	12	0.003930151864842607
202306050102	2021102559	0	2	10.3	4	13	0.13055705899413958
202306050102	2021105760	0	3	16.8	6	14	0.07690246840553834
202306050102	2021102342	0	4	23.0	7	15	0.04179019156375447
202306050102	2021101768	0	9	116.3	12	16	0.0030801896966795293
202306050103	2021105085	0	2	11.3	4	1	0.10911821636006269
202306050103	2021106850	0	15	608.3	15	2	0.0011624988184803049
202306050103	2021100789	0	11	23.0	5	3	0.031822085442712846
202306050103	2021101437	0	13	417.0	14	4	0.0014077155611625454
202306050103	2021105814	1	1	1.9	1	5	0.5052514211362383
202306050103	2021102449	0	14	324.8	13	6	0.0024673729851151403
202306050103	2021100514	0	6	34.5	6	7	0.022712641159750153
202306050103	2021103799	0	5	66.0	8	8	0.013317041310611922
202306050103	2021100559	0	12	43.7	7	9	0.024583478952447477
